date,title,artist,peak_pos,rank,weeks
1980-04-16,Set Me Free,Utopia,27.0,27.0,9.0
1980-04-16,Stomp!,The Brothers Johnson,28.0,28.0,6.0
1980-04-16,Brass In Pocket (I'm Special),Pretenders,29.0,29.0,10.0
1980-04-16,Breakdown Dead Ahead,Boz Scaggs,30.0,30.0,4.0
1980-04-16,The Second Time Around,Shalamar,8.0,31.0,20.0
1980-04-16,I Can't Help It,Andy Gibb & Olivia Newton-John,32.0,32.0,4.0
1980-04-16,Fire In The Morning,Melissa Manchester,33.0,33.0,9.0
1980-04-16,Carrie,Cliff Richard,34.0,34.0,9.0
1980-04-16,Do Right,Paul Davis,35.0,35.0,7.0
1980-04-16,Only A Lonely Heart Sees,Felix Cavaliere,36.0,36.0,8.0
1980-04-16,Funkytown,"Lipps, Inc.",37.0,37.0,4.0
1980-04-16,Three Times In Love,Tommy James,19.0,38.0,13.0
1980-04-16,Desire,Andy Gibb,4.0,39.0,13.0
1980-04-16,Heart Hotels,Dan Fogelberg,40.0,40.0,5.0
1980-04-16,Longer,Dan Fogelberg,2.0,41.0,19.0
1980-04-16,On The Radio,Donna Summer,5.0,42.0,15.0
1980-04-16,Give It All You Got,Chuck Mangione,18.0,43.0,14.0
1980-04-16,Let Me Be,Korona,44.0,44.0,5.0
1980-04-16,The Seduction (Love Theme),James Last Band,45.0,45.0,4.0
1980-04-16,Wondering Where The Lions Are,Bruce Cockburn,46.0,46.0,5.0
1980-04-16,Let Me Be The Clock,Smokey Robinson,47.0,47.0,6.0
1980-04-16,Train In Vain (Stand By Me),The Clash,48.0,48.0,5.0
1980-04-16,The Rose,Bette Midler,49.0,49.0,5.0
1980-04-16,It's Hard To Be Humble,Mac Davis,50.0,50.0,5.0
1980-04-16,Keep The Fire,Kenny Loggins,36.0,51.0,9.0
1980-04-16,Let's Get Serious,Jermaine Jackson,52.0,52.0,4.0
1980-04-16,Stay In Time,Off Broadway USA,53.0,53.0,5.0
1980-04-16,Refugee,Tom Petty And The Heartbreakers,15.0,54.0,13.0
1980-04-16,Even It Up,Heart,33.0,55.0,11.0
1980-04-16,Starting Over Again,Dolly Parton,56.0,56.0,4.0
1980-04-16,She's Out Of My Life,Michael Jackson,57.0,57.0,1.0
1980-04-16,Gee Whiz,Bernadette Peters,58.0,58.0,4.0
1980-04-16,Should've Never Let You Go,Neil Sedaka & Dara Sedaka,59.0,59.0,4.0
1980-04-16,Autograph,John Denver,52.0,60.0,9.0
1980-04-16,Lucky Me,Anne Murray,61.0,61.0,3.0
1980-04-16,Headed For A Fall,Firefall,62.0,62.0,2.0
1980-04-16,When The Feeling Comes Around,Jennifer Warnes,63.0,63.0,3.0
1980-04-16,Borrowed Time,Styx,64.0,64.0,4.0
1980-04-16,After You,Dionne Warwick,65.0,65.0,4.0
1980-04-16,We Were Meant To Be Lovers,Photoglo,66.0,66.0,4.0
1980-04-16,White Hot,Red Rider,67.0,67.0,3.0
1980-04-16,The Good Lord Loves You,Neil Diamond,68.0,68.0,3.0
1980-04-16,We Live For Love,Pat Benatar,69.0,69.0,3.0
1980-04-16,I Don't Want To Walk Without You,Barry Manilow,70.0,70.0,2.0
1980-04-16,Can't Put A Price On Love,The Knack,71.0,71.0,3.0
1980-04-16,Solitaire,Peter McIan,72.0,72.0,3.0
1980-04-16,Love Stinks,The J. Geils Band,73.0,73.0,2.0
1980-04-16,Somewhere In America,Survivor,74.0,74.0,9.0
1980-04-16,Steal Away,Robbie Dupree,75.0,75.0,2.0
1980-04-16,Don't Say Goodnight (It's Time For Love) (Parts 1 & 2),The Isley Brothers,76.0,76.0,1.0
1980-04-16,Lady,The Whispers,77.0,77.0,1.0
1980-04-16,You've Got What I Need,Shooting Star,78.0,78.0,2.0
1980-04-16,It's A Night For Beautiful Girls,The Fools,79.0,79.0,1.0
1980-04-16,Don't Push It Don't Force It,Leon Haywood,80.0,80.0,3.0
1980-04-16,Years,Wayne Newton,35.0,81.0,12.0
1980-04-16,Catching The Sun,Spyro Gyra,82.0,82.0,1.0
1980-04-16,Goin' On,The Beach Boys,83.0,83.0,2.0
1980-04-16,Twilight Zone/Twilight Tone,The Manhattan Transfer,84.0,84.0,1.0
1980-04-16,Say Goodbye To Little Jo,Steve Forbert,85.0,85.0,2.0
1980-04-16,Two Places At The Same Time,Ray Parker Jr. & Raydio,86.0,86.0,1.0
1980-04-16,Rock Lobster,The B-52s,87.0,87.0,1.0
1980-04-16,Don't Cry For Me Argentina,Festival,72.0,88.0,7.0
1980-04-16,Coming Down From Love,Bobby Caldwell,89.0,89.0,1.0
1980-04-16,New Romance (It's A Mystery),Spider,90.0,90.0,1.0
1980-04-16,You Are My Heaven,Roberta Flack With Donny Hathaway,47.0,91.0,10.0
1980-04-16,"Yes, I'm Ready",Teri DeSario With K.C.,2.0,92.0,23.0
1980-04-16,Do That To Me One More Time,Captain & Tennille,1.0,93.0,27.0
1980-04-16,I Was Looking For Someone To Love,Leif Garrett,94.0,94.0,2.0
1980-04-16,Come Back,The J. Geils Band,32.0,95.0,12.0
1980-04-16,A Certain Girl,Warren Zevon,57.0,96.0,7.0
1980-04-16,Today Is The Day,Bar-Kays,60.0,97.0,5.0
1980-04-16,Seasons,Grace Slick,98.0,98.0,1.0
1980-04-16,Heartbreaker,Pat Benatar,23.0,99.0,18.0
1980-04-16,Love On A Shoestring,Captain & Tennille,55.0,100.0,7.0
1980-04-23,Call Me,Blondie,1.0,1.0,11.0
1980-04-23,Ride Like The Wind,Christopher Cross,2.0,2.0,11.0
1980-04-23,Another Brick In The Wall (Part II),Pink Floyd,1.0,3.0,15.0
1980-04-23,With You I'm Born Again,Billy Preston & Syreeta,4.0,4.0,21.0
1980-04-23,Special Lady,"Ray, Goodman & Brown",5.0,5.0,14.0
1980-04-23,Lost In Love,Air Supply,6.0,6.0,12.0
1980-04-23,Fire Lake,Bob Seger,7.0,7.0,10.0
1980-04-23,I Can't Tell You Why,Eagles,8.0,8.0,10.0
1980-04-23,You May Be Right,Billy Joel,9.0,9.0,7.0
1980-04-23,Sexy Eyes,Dr. Hook,10.0,10.0,11.0
1980-04-23,"Working My Way Back To You/Forgive Me, Girl",The Spinners,2.0,11.0,20.0
1980-04-23,Hold On To My Love,Jimmy Ruffin,12.0,12.0,9.0
1980-04-23,Don't Fall In Love With A Dreamer,Kenny Rogers With Kim Carnes,13.0,13.0,5.0
1980-04-23,Too Hot,Kool & The Gang,5.0,14.0,15.0
1980-04-23,Pilot Of The Airwaves,Charlie Dore,15.0,15.0,10.0
1980-04-23,Off The Wall,Michael Jackson,10.0,16.0,11.0
1980-04-23,Biggest Part Of Me,Ambrosia,17.0,17.0,4.0
1980-04-23,Hurt So Bad,Linda Ronstadt,18.0,18.0,3.0
1980-04-23,I Pledge My Love,Peaches & Herb,19.0,19.0,15.0
1980-04-23,Think About Me,Fleetwood Mac,20.0,20.0,8.0
1980-04-23,I Can't Help It,Andy Gibb & Olivia Newton-John,21.0,21.0,5.0
1980-04-23,Cars,Gary Numan,22.0,22.0,11.0
1980-04-23,Any Way You Want It,Journey,23.0,23.0,9.0
1980-04-23,Stomp!,The Brothers Johnson,24.0,24.0,7.0
1980-04-23,Brass In Pocket (I'm Special),Pretenders,25.0,25.0,11.0
1980-04-23,Breakdown Dead Ahead,Boz Scaggs,26.0,26.0,5.0
1980-04-23,Crazy Little Thing Called Love,Queen,1.0,27.0,19.0
1980-04-23,And The Beat Goes On,The Whispers,19.0,28.0,12.0
1980-04-23,Funkytown,"Lipps, Inc.",29.0,29.0,5.0
1980-04-23,How Do I Make You,Linda Ronstadt,10.0,30.0,13.0
1980-04-23,Do Right,Paul Davis,31.0,31.0,8.0
1980-04-23,Fire In The Morning,Melissa Manchester,32.0,32.0,10.0
1980-04-23,Heart Hotels,Dan Fogelberg,33.0,33.0,6.0
1980-04-23,Him,Rupert Holmes,6.0,34.0,15.0
1980-04-23,The Second Time Around,Shalamar,8.0,35.0,21.0
1980-04-23,Set Me Free,Utopia,27.0,36.0,10.0
1980-04-23,Only A Lonely Heart Sees,Felix Cavaliere,36.0,37.0,9.0
1980-04-23,Train In Vain (Stand By Me),The Clash,38.0,38.0,6.0
1980-04-23,The Rose,Bette Midler,39.0,39.0,6.0
1980-04-23,The Seduction (Love Theme),James Last Band,40.0,40.0,5.0
1980-04-23,Let Me Be The Clock,Smokey Robinson,41.0,41.0,7.0
1980-04-23,Wondering Where The Lions Are,Bruce Cockburn,42.0,42.0,6.0
1980-04-23,Let Me Be,Korona,43.0,43.0,6.0
1980-04-23,Three Times In Love,Tommy James,19.0,44.0,14.0
1980-04-23,It's Hard To Be Humble,Mac Davis,45.0,45.0,6.0
1980-04-23,Let's Get Serious,Jermaine Jackson,46.0,46.0,5.0
1980-04-23,Carrie,Cliff Richard,34.0,47.0,10.0
1980-04-23,Starting Over Again,Dolly Parton,48.0,48.0,5.0
1980-04-23,She's Out Of My Life,Michael Jackson,49.0,49.0,2.0
1980-04-23,Gee Whiz,Bernadette Peters,50.0,50.0,5.0
1980-04-23,Stay In Time,Off Broadway USA,51.0,51.0,6.0
1980-04-23,Should've Never Let You Go,Neil Sedaka & Dara Sedaka,52.0,52.0,5.0
1980-04-23,Lucky Me,Anne Murray,53.0,53.0,4.0
1980-04-23,Headed For A Fall,Firefall,54.0,54.0,3.0
1980-04-23,When The Feeling Comes Around,Jennifer Warnes,55.0,55.0,4.0
1980-04-23,We Were Meant To Be Lovers,Photoglo,56.0,56.0,5.0
1980-04-23,Keep The Fire,Kenny Loggins,36.0,57.0,10.0
1980-04-23,White Hot,Red Rider,58.0,58.0,4.0
1980-04-23,Steal Away,Robbie Dupree,59.0,59.0,3.0
1980-04-23,We Live For Love,Pat Benatar,60.0,60.0,4.0
1980-04-23,I Don't Want To Walk Without You,Barry Manilow,61.0,61.0,3.0
1980-04-23,Can't Put A Price On Love,The Knack,62.0,62.0,4.0
1980-04-23,Solitaire,Peter McIan,63.0,63.0,4.0
1980-04-23,Love Stinks,The J. Geils Band,64.0,64.0,3.0
1980-04-23,After You,Dionne Warwick,65.0,65.0,5.0
1980-04-23,Don't Say Goodnight (It's Time For Love) (Parts 1 & 2),The Isley Brothers,66.0,66.0,2.0
1980-04-23,The Good Lord Loves You,Neil Diamond,67.0,67.0,4.0
1980-04-23,Lady,The Whispers,68.0,68.0,2.0
1980-04-23,It's A Night For Beautiful Girls,The Fools,69.0,69.0,2.0
1980-04-23,Don't Push It Don't Force It,Leon Haywood,70.0,70.0,4.0
1980-04-23,Somewhere In America,Survivor,71.0,71.0,10.0
1980-04-23,Catching The Sun,Spyro Gyra,72.0,72.0,2.0
1980-04-23,Coming Up (Live At Glasgow),Paul McCartney And Wings,73.0,73.0,1.0
1980-04-23,Twilight Zone/Twilight Tone,The Manhattan Transfer,74.0,74.0,2.0
1980-04-23,New Romance (It's A Mystery),Spider,75.0,75.0,2.0
1980-04-23,You've Got What I Need,Shooting Star,76.0,76.0,3.0
1980-04-23,Two Places At The Same Time,Ray Parker Jr. & Raydio,77.0,77.0,2.0
1980-04-23,Rock Lobster,The B-52s,78.0,78.0,2.0
1980-04-23,Coming Down From Love,Bobby Caldwell,79.0,79.0,2.0
1980-04-23,Here Comes My Girl,Tom Petty And The Heartbreakers,80.0,80.0,1.0
1980-04-23,Autograph,John Denver,52.0,81.0,10.0
1980-04-23,Longer,Dan Fogelberg,2.0,82.0,20.0
1980-04-23,Desire,Andy Gibb,4.0,83.0,14.0
1980-04-23,I Was Looking For Someone To Love,Leif Garrett,84.0,84.0,3.0
1980-04-23,Fool For A Pretty Face (Hurt By Love),Humble Pie,85.0,85.0,1.0
1980-04-23,On The Radio,Donna Summer,5.0,86.0,16.0
1980-04-23,Give It All You Got,Chuck Mangione,18.0,87.0,15.0
1980-04-23,You're My Blessing,Lou Rawls,88.0,88.0,1.0
1980-04-23,It Takes Time,The Marshall Tucker Band,89.0,89.0,1.0
1980-04-23,Shining Star,The Manhattans,90.0,90.0,1.0
1980-04-23,Borrowed Time,Styx,64.0,91.0,5.0
1980-04-23,Even It Up,Heart,33.0,92.0,12.0
1980-04-23,Refugee,Tom Petty And The Heartbreakers,15.0,93.0,14.0
1980-04-23,Years,Wayne Newton,35.0,94.0,13.0
1980-04-23,Seasons,Grace Slick,95.0,95.0,2.0
1980-04-23,Goin' On,The Beach Boys,83.0,96.0,3.0
1980-04-23,Say Goodbye To Little Jo,Steve Forbert,85.0,97.0,3.0
1980-04-23,What's Your Hurry Darlin',Ironhorse,98.0,98.0,1.0
1980-04-23,Don't Cry For Me Argentina,Festival,72.0,99.0,8.0
1980-04-23,You Are My Heaven,Roberta Flack With Donny Hathaway,47.0,100.0,11.0
1980-04-30,Call Me,Blondie,1.0,1.0,12.0
1980-04-30,Ride Like The Wind,Christopher Cross,2.0,2.0,12.0
1980-04-30,Lost In Love,Air Supply,3.0,3.0,13.0
1980-04-30,With You I'm Born Again,Billy Preston & Syreeta,4.0,4.0,22.0
1980-04-30,Another Brick In The Wall (Part II),Pink Floyd,1.0,5.0,16.0
1980-04-30,Fire Lake,Bob Seger,6.0,6.0,11.0
1980-04-30,You May Be Right,Billy Joel,7.0,7.0,8.0
1980-04-30,I Can't Tell You Why,Eagles,8.0,8.0,11.0
1980-04-30,Sexy Eyes,Dr. Hook,9.0,9.0,12.0
1980-04-30,Hold On To My Love,Jimmy Ruffin,10.0,10.0,10.0
1980-04-30,Don't Fall In Love With A Dreamer,Kenny Rogers With Kim Carnes,11.0,11.0,6.0
1980-04-30,Special Lady,"Ray, Goodman & Brown",5.0,12.0,15.0
1980-04-30,Pilot Of The Airwaves,Charlie Dore,13.0,13.0,11.0
1980-04-30,Biggest Part Of Me,Ambrosia,14.0,14.0,5.0
1980-04-30,Hurt So Bad,Linda Ronstadt,15.0,15.0,4.0
1980-04-30,"Working My Way Back To You/Forgive Me, Girl",The Spinners,2.0,16.0,21.0
1980-04-30,I Can't Help It,Andy Gibb & Olivia Newton-John,17.0,17.0,6.0
1980-04-30,Cars,Gary Numan,18.0,18.0,12.0
1980-04-30,Breakdown Dead Ahead,Boz Scaggs,19.0,19.0,6.0
1980-04-30,Think About Me,Fleetwood Mac,20.0,20.0,9.0
1980-04-30,Stomp!,The Brothers Johnson,21.0,21.0,8.0
1980-04-30,Brass In Pocket (I'm Special),Pretenders,22.0,22.0,12.0
1980-04-30,Any Way You Want It,Journey,23.0,23.0,10.0
1980-04-30,Funkytown,"Lipps, Inc.",24.0,24.0,6.0
1980-04-30,Too Hot,Kool & The Gang,5.0,25.0,16.0
1980-04-30,Do Right,Paul Davis,26.0,26.0,9.0
1980-04-30,Heart Hotels,Dan Fogelberg,27.0,27.0,7.0
1980-04-30,I Pledge My Love,Peaches & Herb,19.0,28.0,16.0
1980-04-30,The Rose,Bette Midler,29.0,29.0,7.0
1980-04-30,Off The Wall,Michael Jackson,10.0,30.0,12.0
1980-04-30,And The Beat Goes On,The Whispers,19.0,31.0,13.0
1980-04-30,Fire In The Morning,Melissa Manchester,32.0,32.0,11.0
1980-04-30,Steal Away,Robbie Dupree,33.0,33.0,4.0
1980-04-30,Train In Vain (Stand By Me),The Clash,34.0,34.0,7.0
1980-04-30,The Seduction (Love Theme),James Last Band,35.0,35.0,6.0
1980-04-30,Crazy Little Thing Called Love,Queen,1.0,36.0,20.0
1980-04-30,Let Me Be The Clock,Smokey Robinson,37.0,37.0,8.0
1980-04-30,Wondering Where The Lions Are,Bruce Cockburn,38.0,38.0,7.0
1980-04-30,Let's Get Serious,Jermaine Jackson,39.0,39.0,6.0
1980-04-30,Starting Over Again,Dolly Parton,40.0,40.0,6.0
1980-04-30,She's Out Of My Life,Michael Jackson,41.0,41.0,3.0
1980-04-30,Gee Whiz,Bernadette Peters,42.0,42.0,6.0
1980-04-30,It's Hard To Be Humble,Mac Davis,43.0,43.0,7.0
1980-04-30,Should've Never Let You Go,Neil Sedaka & Dara Sedaka,44.0,44.0,6.0
1980-04-30,Headed For A Fall,Firefall,45.0,45.0,4.0
1980-04-30,Lucky Me,Anne Murray,46.0,46.0,5.0
1980-04-30,We Were Meant To Be Lovers,Photoglo,47.0,47.0,6.0
1980-04-30,How Do I Make You,Linda Ronstadt,10.0,48.0,14.0
1980-04-30,When The Feeling Comes Around,Jennifer Warnes,49.0,49.0,5.0
1980-04-30,White Hot,Red Rider,50.0,50.0,5.0
1980-04-30,We Live For Love,Pat Benatar,51.0,51.0,5.0
1980-04-30,I Don't Want To Walk Without You,Barry Manilow,52.0,52.0,4.0
1980-04-30,Coming Up (Live At Glasgow),Paul McCartney And Wings,53.0,53.0,2.0
1980-04-30,Against The Wind,Bob Seger,54.0,54.0,1.0
1980-04-30,Solitaire,Peter McIan,55.0,55.0,5.0
1980-04-30,Love Stinks,The J. Geils Band,56.0,56.0,4.0
1980-04-30,Don't Say Goodnight (It's Time For Love) (Parts 1 & 2),The Isley Brothers,57.0,57.0,3.0
1980-04-30,Lady,The Whispers,58.0,58.0,3.0
1980-04-30,Him,Rupert Holmes,6.0,59.0,16.0
1980-04-30,Don't Push It Don't Force It,Leon Haywood,60.0,60.0,5.0
1980-04-30,New Romance (It's A Mystery),Spider,61.0,61.0,3.0
1980-04-30,Can't Put A Price On Love,The Knack,62.0,62.0,5.0
1980-04-30,Only A Lonely Heart Sees,Felix Cavaliere,36.0,63.0,10.0
1980-04-30,Twilight Zone/Twilight Tone,The Manhattan Transfer,64.0,64.0,3.0
1980-04-30,Little Jeannie,Elton John,65.0,65.0,1.0
1980-04-30,Two Places At The Same Time,Ray Parker Jr. & Raydio,66.0,66.0,3.0
1980-04-30,It's A Night For Beautiful Girls,The Fools,67.0,67.0,3.0
1980-04-30,Rock Lobster,The B-52s,68.0,68.0,3.0
1980-04-30,Coming Down From Love,Bobby Caldwell,69.0,69.0,3.0
1980-04-30,Somewhere In America,Survivor,70.0,70.0,11.0
1980-04-30,Here Comes My Girl,Tom Petty And The Heartbreakers,71.0,71.0,2.0
1980-04-30,Catching The Sun,Spyro Gyra,72.0,72.0,3.0
1980-04-30,Let Me Be,Korona,43.0,73.0,7.0
1980-04-30,Set Me Free,Utopia,27.0,74.0,11.0
1980-04-30,Fool For A Pretty Face (Hurt By Love),Humble Pie,75.0,75.0,2.0
1980-04-30,"Theme From New York, New York",Frank Sinatra,76.0,76.0,1.0
1980-04-30,Keep The Fire,Kenny Loggins,36.0,77.0,11.0
1980-04-30,You're My Blessing,Lou Rawls,78.0,78.0,2.0
1980-04-30,It Takes Time,The Marshall Tucker Band,79.0,79.0,2.0
1980-04-30,I Was Looking For Someone To Love,Leif Garrett,80.0,80.0,4.0
1980-04-30,Shining Star,The Manhattans,81.0,81.0,2.0
1980-04-30,Answering Machine,Rupert Holmes,82.0,82.0,1.0
1980-04-30,The Second Time Around,Shalamar,8.0,83.0,22.0
1980-04-30,It's Not A Wonder,Little River Band,84.0,84.0,1.0
1980-04-30,Stay In Time,Off Broadway USA,51.0,85.0,7.0
1980-04-30,Carrie,Cliff Richard,34.0,86.0,11.0
1980-04-30,Midnight Rendezvous,The Babys,87.0,87.0,1.0
1980-04-30,Gone Too Far,Eddie Rabbitt,88.0,88.0,1.0
1980-04-30,Just For The Moment,Ray Kennedy,89.0,89.0,1.0
1980-04-30,You've Got What I Need,Shooting Star,76.0,90.0,4.0
1980-04-30,Three Times In Love,Tommy James,19.0,91.0,15.0
1980-04-30,The Good Lord Loves You,Neil Diamond,67.0,92.0,5.0
1980-04-30,After You,Dionne Warwick,65.0,93.0,6.0
1980-04-30,Longer,Dan Fogelberg,2.0,94.0,21.0
1980-04-30,On The Radio,Donna Summer,5.0,95.0,17.0
1980-04-30,What's Your Hurry Darlin',Ironhorse,96.0,96.0,2.0
1980-04-30,Give It All You Got,Chuck Mangione,18.0,97.0,16.0
1980-04-30,Real Love,The Cretones,98.0,98.0,1.0
1980-04-30,Desire,Andy Gibb,4.0,99.0,15.0
1980-04-30,Borrowed Time,Styx,64.0,100.0,6.0
1980-05-07,Call Me,Blondie,1.0,1.0,13.0
1980-05-07,Ride Like The Wind,Christopher Cross,2.0,2.0,13.0
1980-05-07,Lost In Love,Air Supply,3.0,3.0,14.0
1980-05-07,With You I'm Born Again,Billy Preston & Syreeta,4.0,4.0,23.0
1980-05-07,Another Brick In The Wall (Part II),Pink Floyd,1.0,5.0,17.0
1980-05-07,Fire Lake,Bob Seger,6.0,6.0,12.0
1980-05-07,You May Be Right,Billy Joel,7.0,7.0,9.0
1980-05-07,Sexy Eyes,Dr. Hook,8.0,8.0,13.0
1980-05-07,Don't Fall In Love With A Dreamer,Kenny Rogers With Kim Carnes,9.0,9.0,7.0
1980-05-07,Hold On To My Love,Jimmy Ruffin,10.0,10.0,11.0
1980-05-07,Biggest Part Of Me,Ambrosia,11.0,11.0,6.0
1980-05-07,Hurt So Bad,Linda Ronstadt,12.0,12.0,5.0
1980-05-07,Pilot Of The Airwaves,Charlie Dore,13.0,13.0,12.0
1980-05-07,I Can't Help It,Andy Gibb & Olivia Newton-John,14.0,14.0,7.0
1980-05-07,Cars,Gary Numan,15.0,15.0,13.0
1980-05-07,I Can't Tell You Why,Eagles,8.0,16.0,12.0
1980-05-07,Breakdown Dead Ahead,Boz Scaggs,17.0,17.0,7.0
1980-05-07,Stomp!,The Brothers Johnson,18.0,18.0,9.0
1980-05-07,Funkytown,"Lipps, Inc.",19.0,19.0,7.0
1980-05-07,Brass In Pocket (I'm Special),Pretenders,20.0,20.0,13.0
1980-05-07,Special Lady,"Ray, Goodman & Brown",5.0,21.0,16.0
1980-05-07,The Rose,Bette Midler,22.0,22.0,8.0
1980-05-07,Steal Away,Robbie Dupree,23.0,23.0,5.0
1980-05-07,Do Right,Paul Davis,24.0,24.0,10.0
1980-05-07,Heart Hotels,Dan Fogelberg,25.0,25.0,8.0
1980-05-07,Against The Wind,Bob Seger,26.0,26.0,2.0
1980-05-07,Coming Up (Live At Glasgow),Paul McCartney And Wings,27.0,27.0,3.0
1980-05-07,Train In Vain (Stand By Me),The Clash,28.0,28.0,8.0
1980-05-07,"Working My Way Back To You/Forgive Me, Girl",The Spinners,2.0,29.0,22.0
1980-05-07,She's Out Of My Life,Michael Jackson,30.0,30.0,4.0
1980-05-07,The Seduction (Love Theme),James Last Band,31.0,31.0,7.0
1980-05-07,Let's Get Serious,Jermaine Jackson,32.0,32.0,7.0
1980-05-07,Let Me Be The Clock,Smokey Robinson,33.0,33.0,9.0
1980-05-07,Wondering Where The Lions Are,Bruce Cockburn,34.0,34.0,8.0
1980-05-07,Gee Whiz,Bernadette Peters,35.0,35.0,7.0
1980-05-07,Starting Over Again,Dolly Parton,36.0,36.0,7.0
1980-05-07,Think About Me,Fleetwood Mac,20.0,37.0,10.0
1980-05-07,Little Jeannie,Elton John,38.0,38.0,2.0
1980-05-07,Headed For A Fall,Firefall,39.0,39.0,5.0
1980-05-07,Should've Never Let You Go,Neil Sedaka & Dara Sedaka,40.0,40.0,7.0
1980-05-07,Any Way You Want It,Journey,23.0,41.0,11.0
1980-05-07,Lucky Me,Anne Murray,42.0,42.0,6.0
1980-05-07,We Were Meant To Be Lovers,Photoglo,43.0,43.0,7.0
1980-05-07,We Live For Love,Pat Benatar,44.0,44.0,6.0
1980-05-07,When The Feeling Comes Around,Jennifer Warnes,45.0,45.0,6.0
1980-05-07,I Don't Want To Walk Without You,Barry Manilow,46.0,46.0,5.0
1980-05-07,Don't Say Goodnight (It's Time For Love) (Parts 1 & 2),The Isley Brothers,47.0,47.0,4.0
1980-05-07,White Hot,Red Rider,48.0,48.0,6.0
1980-05-07,Love Stinks,The J. Geils Band,49.0,49.0,5.0
1980-05-07,Lady,The Whispers,50.0,50.0,4.0
1980-05-07,New Romance (It's A Mystery),Spider,51.0,51.0,4.0
1980-05-07,Solitaire,Peter McIan,52.0,52.0,6.0
1980-05-07,Don't Push It Don't Force It,Leon Haywood,53.0,53.0,6.0
1980-05-07,Twilight Zone/Twilight Tone,The Manhattan Transfer,54.0,54.0,4.0
1980-05-07,Too Hot,Kool & The Gang,5.0,55.0,17.0
1980-05-07,Two Places At The Same Time,Ray Parker Jr. & Raydio,56.0,56.0,4.0
1980-05-07,I Pledge My Love,Peaches & Herb,19.0,57.0,17.0
1980-05-07,Rock Lobster,The B-52s,58.0,58.0,4.0
1980-05-07,Off The Wall,Michael Jackson,10.0,59.0,13.0
1980-05-07,"Theme From New York, New York",Frank Sinatra,60.0,60.0,2.0
1980-05-07,Here Comes My Girl,Tom Petty And The Heartbreakers,61.0,61.0,3.0
1980-05-07,And The Beat Goes On,The Whispers,19.0,62.0,14.0
1980-05-07,Coming Down From Love,Bobby Caldwell,63.0,63.0,4.0
1980-05-07,Fire In The Morning,Melissa Manchester,32.0,64.0,12.0
1980-05-07,Fool For A Pretty Face (Hurt By Love),Humble Pie,65.0,65.0,3.0
1980-05-07,Shining Star,The Manhattans,66.0,66.0,3.0
1980-05-07,Crazy Little Thing Called Love,Queen,1.0,67.0,21.0
1980-05-07,Catching The Sun,Spyro Gyra,68.0,68.0,4.0
1980-05-07,It's Hard To Be Humble,Mac Davis,43.0,69.0,8.0
1980-05-07,Somewhere In America,Survivor,70.0,70.0,12.0
1980-05-07,Tired Of Toein' The Line,Rocky Burnette,71.0,71.0,1.0
1980-05-07,Answering Machine,Rupert Holmes,72.0,72.0,2.0
1980-05-07,Power,The Temptations,73.0,73.0,1.0
1980-05-07,It's Not A Wonder,Little River Band,74.0,74.0,2.0
1980-05-07,How Do I Make You,Linda Ronstadt,10.0,75.0,15.0
1980-05-07,Midnight Rendezvous,The Babys,76.0,76.0,2.0
1980-05-07,You're My Blessing,Lou Rawls,77.0,77.0,3.0
1980-05-07,I Was Looking For Someone To Love,Leif Garrett,78.0,78.0,5.0
1980-05-07,It Takes Time,The Marshall Tucker Band,79.0,79.0,3.0
1980-05-07,Run Like Hell,Pink Floyd,80.0,80.0,1.0
1980-05-07,Let Me Love You Tonight,Pure Prairie League,81.0,81.0,1.0
1980-05-07,Just For The Moment,Ray Kennedy,82.0,82.0,2.0
1980-05-07,Can't Put A Price On Love,The Knack,62.0,83.0,6.0
1980-05-07,Inside Of You,"Ray, Goodman & Brown",84.0,84.0,1.0
1980-05-07,Happy Together (A Fantasy),Captain & Tennille,85.0,85.0,1.0
1980-05-07,Him,Rupert Holmes,6.0,86.0,17.0
1980-05-07,Gone Too Far,Eddie Rabbitt,87.0,87.0,2.0
1980-05-07,King Of The Hill,Rick Pinette & Oak,88.0,88.0,1.0
1980-05-07,Only A Lonely Heart Sees,Felix Cavaliere,36.0,89.0,11.0
1980-05-07,Ashes By Now,Rodney Crowell,90.0,90.0,1.0
1980-05-07,The Good Lord Loves You,Neil Diamond,67.0,91.0,6.0
1980-05-07,It's A Night For Beautiful Girls,The Fools,67.0,92.0,4.0
1980-05-07,What's Your Hurry Darlin',Ironhorse,93.0,93.0,3.0
1980-05-07,Let Me Be,Korona,43.0,94.0,8.0
1980-05-07,Set Me Free,Utopia,27.0,95.0,12.0
1980-05-07,Real Love,The Cretones,96.0,96.0,2.0
1980-05-07,Keep The Fire,Kenny Loggins,36.0,97.0,12.0
1980-05-07,The Second Time Around,Shalamar,8.0,98.0,23.0
1980-05-07,Three Times In Love,Tommy James,19.0,99.0,16.0
1980-05-07,Longer,Dan Fogelberg,2.0,100.0,22.0
1980-05-14,Call Me,Blondie,1.0,1.0,14.0
1980-05-14,Ride Like The Wind,Christopher Cross,2.0,2.0,14.0
1980-05-14,Lost In Love,Air Supply,3.0,3.0,15.0
1980-05-14,Funkytown,"Lipps, Inc.",4.0,4.0,8.0
1980-05-14,With You I'm Born Again,Billy Preston & Syreeta,4.0,5.0,24.0
1980-05-14,Sexy Eyes,Dr. Hook,6.0,6.0,14.0
