title,artist,weeks,peak_rank,date,peak_year
Ally Ally Oxen Free,The Kingston Trio,7.0,61.0,1963-11-20,1963
Almost Grown,Chuck Berry,13.0,32.0,1959-03-25,1959
Almost In Love,Elvis Presley With The Jordanaires,2.0,95.0,1968-09-25,1968
Almost In Your Arms,Johnny Nash,4.0,78.0,1958-11-05,1958
Almost Persuaded,David Houston,15.0,24.0,1966-07-13,1966
Almost Persuaded No. 2,Ben Colder,6.0,58.0,1966-09-28,1966
Almost There,Andy Williams,5.0,67.0,1964-11-11,1964
Alone,The 4 Seasons,9.0,28.0,1964-06-03,1964
Alone At Last,Jackie Wilson,15.0,8.0,1960-10-05,1960
Alone With You,Faron Young,6.0,48.0,1964-06-10,1964
Along Came Jones,The Coasters,12.0,9.0,1969-06-25,1969
Along Comes Mary,The Association,11.0,7.0,1967-08-02,1967
"Alright, Okay, You Win",Peggy Lee,6.0,68.0,1959-01-21,1959
Alvin For President,David Seville And The Chipmunks,2.0,95.0,1960-08-31,1960
Alvin's Boo-Ga-Loo,Alvin Cash & The Registers,6.0,74.0,1966-11-23,1966
Alvin's Harmonica,David Seville And The Chipmunks,15.0,3.0,1959-02-11,1959
Alvin's Orchestra,David Seville And The Chipmunks,5.0,33.0,1960-02-17,1960
Always,Sammy Turner,12.0,19.0,1959-10-28,1959
Always In My Heart,Los Indios Tabajaras,2.0,82.0,1964-03-11,1964
Always It's You,The Everly Brothers,6.0,56.0,1960-05-11,1960
Always Together,Al Martino,8.0,18.0,1964-08-12,1964
Am I Grooving You,Freddie Scott,5.0,71.0,1967-05-10,1967
Am I Losing You,Jim Reeves,11.0,31.0,1960-10-19,1960
Am I That Easy To Forget,Debbie Reynolds,17.0,18.0,1967-12-13,1967
Am I The Man,Jackie Wilson,10.0,32.0,1960-10-19,1960
Am I The Same Girl,Barbara Acklin,3.0,79.0,1969-02-19,1969
Amapola,Jacky Noguez And His Orchestra,6.0,63.0,1960-01-13,1960
Ambrose (Part Five),Linda Laurie,9.0,52.0,1959-01-21,1959
Ame Caline (Soul Coaxing),Raymond Lefevre and His Orchestra,12.0,37.0,1968-02-21,1968
Amen,The Impressions,11.0,7.0,1964-11-18,1964
America Is My Home - Pt. 1,James Brown And The Famous Flames,7.0,52.0,1968-05-22,1968
American Boys,Petula Clark,8.0,59.0,1968-11-20,1968
Among My Souvenirs,Connie Francis,15.0,7.0,1959-11-18,1959
Amor,Ben E. King,10.0,18.0,1962-03-07,1962
Amy,Paul Petersen,4.0,65.0,1963-03-27,1963
An Open Letter To My Teenage Son,Victor Lundberg,6.0,10.0,1967-11-08,1967
And Get Away,The Esquires,8.0,22.0,1967-11-22,1967
And I Love Her,The Beatles,9.0,12.0,1964-07-22,1964
And I Love Him,Esther Phillips,9.0,54.0,1965-05-05,1965
And Now,Della Reese,5.0,69.0,1960-08-31,1960
And She's Mine,Spanky And Our Gang,1.0,97.0,1969-06-18,1969
And Suddenly,The Cherry People,8.0,45.0,1968-07-17,1968
And That Reminds Me (My Heart Reminds Me),The 4 Seasons,7.0,45.0,1969-09-10,1969
And The Heavens Cried,Ronnie Savoy,2.0,84.0,1961-01-04,1961
And When I Die,"Blood, Sweat & Tears",12.0,2.0,1969-10-15,1969
Andrea,The Sunrays,8.0,41.0,1966-01-19,1966
Angel,Johnny Tillotson,7.0,51.0,1965-02-10,1965
Angel Baby,Dean Martin,13.0,5.0,1960-12-07,1960
Angel Face,Jimmy Darren,8.0,47.0,1959-07-29,1959
Angel Of The Morning,Merrilee Rush & The Turnabouts,16.0,7.0,1968-05-01,1968
Angel On My Shoulder,Shelby Flint,12.0,22.0,1960-12-21,1960
Angela Jones,Johnny Ferguson,15.0,27.0,1960-02-17,1960
Angelito,Rene & Rene,8.0,43.0,1964-07-08,1964
Ann-Marie,The Belmonts,3.0,86.0,1963-04-17,1963
Anna,Jorgen Ingmann & His Guitar,6.0,54.0,1961-05-17,1961
Anna (Go To Him),Arthur Alexander,6.0,68.0,1962-10-24,1962
Annie Fanny,The Kingsmen,8.0,47.0,1965-08-04,1965
Annie Get Your Yo-Yo,Little Junior Parker,8.0,51.0,1962-03-07,1962
Anniversary Of Love,The Caslons,2.0,89.0,1961-09-06,1961
Another Cup Of Coffee,Brook Benton,7.0,47.0,1964-05-13,1964
"Another Day, Another Heartache",The 5th Dimension,6.0,45.0,1967-04-26,1967
Another Night,Dionne Warwick,6.0,49.0,1966-12-21,1966
Another Place Another Time,Jerry Lee Lewis,2.0,97.0,1968-03-27,1968
Another Saturday Night,Sam Cooke,11.0,10.0,1963-04-17,1963
Another Sleepless Night,Jimmy Clanton,13.0,22.0,1960-04-20,1960
Anthony Boy,Chuck Berry,5.0,60.0,1959-02-11,1959
Antony And Cleopatra Theme,Ferrante & Teicher,5.0,83.0,1963-06-26,1963
Any Day Now,Percy Sledge,4.0,86.0,1969-04-09,1969
Any Day Now (My Wild Beautiful Bird),Chuck Jackson,12.0,23.0,1962-04-25,1962
Any Other Way,Chuck Jackson,5.0,81.0,1963-10-30,1963
Any Way That You Want Me,Liverpool Five,17.0,53.0,1969-08-13,1969
Any Way You Want It,The Dave Clark Five,12.0,14.0,1964-11-11,1964
Anybody But Me,Brenda Lee,9.0,31.0,1961-09-27,1961
Anymore,Teresa Brewer,16.0,31.0,1960-08-03,1960
Anyone For Tennis,Cream,5.0,64.0,1968-05-08,1968
Anyone Who Had A Heart,Dionne Warwick,14.0,8.0,1963-12-04,1963
Anyone Who Knows What Love Is (will understand),Irma Thomas,6.0,52.0,1964-07-01,1964
Anything,Eric Burdon & The Animals,4.0,80.0,1968-04-10,1968
Anything Goes,Harpers Bizarre,8.0,43.0,1967-08-16,1967
Anything That's Part Of You,Elvis Presley With The Jordanaires,8.0,31.0,1962-03-14,1962
Anything You Choose,Spanky And Our Gang,3.0,86.0,1969-02-12,1969
Anytime At All,Frank Sinatra,6.0,46.0,1965-03-10,1965
Anyway That You Want Me,The American Breed,4.0,88.0,1968-07-31,1968
Anyway The Wind Blows,Doris Day,7.0,50.0,1960-02-17,1960
Apache,Jorgen Ingmann & His Guitar,17.0,2.0,1961-03-01,1961
Apache '65,The Arrows Featuring Davie Allan,7.0,64.0,1965-02-10,1965
Apologize,Ed Ames,6.0,79.0,1968-05-08,1968
Apple Green,June Valli,13.0,29.0,1960-03-02,1960
Apple Of My Eye,Roy Head And The Traits,8.0,32.0,1965-11-17,1965
Apples And Bananas,Lawrence Welk And His Orchestra,4.0,75.0,1965-04-07,1965
"Apples, Peaches, Pumpkin Pie",Jay And The Techniques,17.0,6.0,1967-07-12,1967
Apricot Brandy,Rhinoceros,10.0,46.0,1969-02-19,1969
Aquarius/Let The Sunshine In (The Flesh Failures),The 5th Dimension,17.0,1.0,1969-03-05,1969
Are You A Boy Or Are You A Girl,The Barbarians,6.0,55.0,1965-09-22,1965
Are You Getting Any Sunshine?,Lou Christie,3.0,73.0,1969-12-17,1969
Are You Happy,Jerry Butler,10.0,39.0,1968-12-04,1968
Are You Lonely For Me,Freddy Scott,12.0,39.0,1966-12-21,1966
Are You Lonesome To-night?,Elvis Presley With The Jordanaires,16.0,1.0,1960-11-09,1960
Are You Lonesome Tonight,Jaye P. Morgan,6.0,65.0,1959-02-04,1959
Are You Never Coming Home,Sandy Posey,5.0,59.0,1967-10-18,1967
Are You Really Mine,Jimmie Rodgers,13.0,10.0,1958-01-01,1958
Are You Sincere,Trini Lopez,3.0,85.0,1965-06-09,1965
Are You Still My Baby,The Shirelles,4.0,91.0,1964-12-23,1964
Are You There (With Another Girl),Dionne Warwick,10.0,39.0,1965-12-08,1965
Arizona,Mark Lindsay,5.0,43.0,1969-12-03,1969
Armstrong,John Stewart,3.0,74.0,1969-09-03,1969
Around The Corner,The Duprees,2.0,91.0,1965-07-21,1965
Artificial Flowers,Bobby Darin,12.0,20.0,1960-09-21,1960
As If I Didn't Know,Adam Wade,10.0,10.0,1961-07-26,1961
As Long As I Know He's Mine,The Marvelettes,13.0,47.0,1963-11-06,1963
As Long As She Needs Me,Sammy Davis Jr.,9.0,59.0,1963-01-23,1963
As Tears Go By,Marianne Faithfull,9.0,6.0,1964-11-25,1964
As Time Goes By,Johnny Nash,11.0,43.0,1959-03-11,1959
As Usual,Brenda Lee,11.0,12.0,1963-12-11,1963
Ashes To Ashes,The Mindbenders,6.0,55.0,1966-08-10,1966
Asia Minor,Kokomo,14.0,8.0,1961-02-15,1961
Ask Me,Maxine Brown,12.0,12.0,1963-04-03,1963
Ask The Lonely,Four Tops,8.0,24.0,1965-02-03,1965
At Last,Etta James,8.0,47.0,1961-01-11,1961
At My Front Door,Dee Clark,7.0,56.0,1960-03-09,1960
At The Club,Ray Charles and his Orchestra,7.0,43.0,1965-01-27,1965
At The Scene,The Dave Clark Five,7.0,18.0,1966-02-02,1966
At The Shore,Johnny Caswell,1.0,97.0,1963-07-31,1963
At The Top Of The Stairs,The Formations,5.0,83.0,1968-03-13,1968
At The Zoo,Simon & Garfunkel,9.0,16.0,1967-03-15,1967
Atlantis,Donovan,13.0,7.0,1969-04-02,1969
Attack,The Toys,9.0,18.0,1965-12-15,1965
Aunt Dora's Love Soul Shack,Arthur Conley,4.0,85.0,1968-10-23,1968
Autumn Leaves - 1965,Roger Williams,3.0,92.0,1965-10-13,1965
Autumn Of My Life,Bobby Goldsboro,9.0,19.0,1968-06-26,1968
"Aw Shucks, Hush Your Mouth",Jimmy Reed,5.0,93.0,1962-01-24,1962
B'wa Nina (Pretty Girl),The Tokens,5.0,55.0,1962-02-07,1962
B-A-B-Y,Carla Thomas,16.0,14.0,1966-08-17,1966
Baby (You've Got What It Takes),Dinah Washington & Brook Benton,15.0,5.0,1960-01-20,1960
Baby Baby All The Time,The Superbs,5.0,83.0,1964-09-30,1964
Baby Baby Baby,Anna King-Bobby Byrd,6.0,52.0,1964-04-01,1964
Baby Be Mine,The Jelly Beans,7.0,51.0,1964-09-23,1964
Baby Blue,The Echoes,12.0,12.0,1961-03-01,1961
Baby Come Home,Ruby And The Romantics,4.0,75.0,1964-07-15,1964
Baby Come On Home,Solomon Burke,2.0,96.0,1966-01-05,1966
Baby Don't Go,Sonny & Cher,12.0,8.0,1965-08-18,1965
Baby Don't You Do It,Marvin Gaye,9.0,27.0,1964-09-16,1964
Baby Don't You Weep,Garnet Mimms & The Enchanters,9.0,30.0,1963-11-13,1963
Baby Elephant Walk,Lawrence Welk And His Orchestra,16.0,48.0,1962-06-06,1962
Baby Face,Little Richard,10.0,41.0,1962-09-26,1962
Baby Get It (And Don't Quit It),Jackie Wilson,5.0,61.0,1963-09-18,1963
Baby Has Gone Bye Bye,George Maharis,5.0,62.0,1962-11-14,1962
Baby I Do Love You,The Galens,5.0,70.0,1963-11-20,1963
Baby I Love You,Jimmy Holiday,11.0,4.0,1966-08-31,1966
Baby I Need You,The Manhattans,2.0,96.0,1966-03-16,1966
Baby I Need Your Lovin',Johnny Rivers,11.0,3.0,1967-02-01,1967
Baby I Need Your Loving,Four Tops,12.0,11.0,1964-08-12,1964
Baby I'm Lonely,The Intruders,5.0,70.0,1967-09-13,1967
Baby It's Cold Outside,Ray Charles & Betty Carter,2.0,91.0,1962-02-28,1962
Baby It's You,The Shirelles,15.0,5.0,1969-09-03,1969
Baby Let's Wait,The Royal Guardsmen,13.0,35.0,1968-11-13,1968
Baby Love,The Supremes,13.0,1.0,1964-09-30,1964
Baby Make Your Own Sweet Music,Jay And The Techniques,8.0,64.0,1968-04-10,1968
Baby Oh Baby,The Shells,8.0,21.0,1960-12-14,1960
Baby Please Come Back Home,J.J. Barnes,10.0,61.0,1967-05-17,1967
Baby Scratch My Back,Slim Harpo,13.0,16.0,1966-01-26,1966
Baby Sittin' Boogie,Buzz Clifford,14.0,6.0,1961-01-04,1961
Baby Take Me In Your Arms,Jefferson,3.0,51.0,1969-12-17,1969
Baby Talk,Jan & Dean,12.0,10.0,1959-07-29,1959
Baby The Rain Must Fall,Glenn Yarbrough,14.0,12.0,1965-03-10,1965
Baby Toys,The Toys,4.0,76.0,1966-08-31,1966
Baby What Do You Want Me To Do,Barbara Lewis,6.0,74.0,1966-10-26,1966
Baby What I Mean,The Drifters,7.0,62.0,1966-11-30,1966
Baby What You Want Me To Do,Jimmy Reed,14.0,37.0,1964-01-29,1964
Baby Workout,Jackie Wilson,12.0,5.0,1963-03-06,1963
Baby You Come Rollin' Across My Mind,The Peppermint Trolley Company,10.0,59.0,1968-06-05,1968
Baby You Got It,Brenton Wood,7.0,34.0,1967-11-22,1967
Baby You're A Rich Man,The Beatles,5.0,34.0,1967-07-26,1967
Baby You're So Fine,Mickey & Sylvia,6.0,52.0,1961-07-19,1961
Baby You're So Right For Me,Brenda & The Tabulations,4.0,86.0,1968-03-13,1968
Baby's First Christmas,Connie Francis,5.0,26.0,1961-12-06,1961
Baby's Gone,Gene Thomas,5.0,84.0,1963-11-13,1963
"Baby, Baby Don't Cry",Smokey Robinson & The Miracles,14.0,8.0,1969-01-01,1969
"Baby, Baby, Baby",Sam Cooke,7.0,66.0,1963-01-30,1963
"Baby, Come Back",The Equals,9.0,32.0,1968-09-04,1968
"Baby, Do The Philly Dog",The Olympics,6.0,63.0,1966-09-28,1966
"Baby, Don't Be Looking In My Mind",Joe Simon,5.0,72.0,1969-06-18,1969
"Baby, Don't You Cry (The New Swingova Rhythm)",Ray Charles and his Orchestra,7.0,39.0,1964-02-19,1964
"Baby, Help Me",Percy Sledge,5.0,87.0,1967-02-15,1967
"Baby, I Love You",The Ronettes,16.0,9.0,1963-12-18,1963
"Baby, I'm For Real",The Originals,15.0,14.0,1969-09-24,1969
"Baby, I'm Yours",Barbara Lewis,14.0,11.0,1965-06-16,1965
"Baby, Now That I've Found You",The Foundations,13.0,11.0,1967-12-20,1967
"Baby, We've Got Love",Johnnie Taylor,1.0,98.0,1963-11-27,1963
"Baby, What's Wrong",Lonnie Mack,1.0,93.0,1963-11-27,1963
"Baby, You're Driving Me Crazy",Joey Dee,1.0,100.0,1963-02-13,1963
"Baby, You're Right",James Brown And The Famous Flames,4.0,49.0,1961-07-19,1961
Bachelor Boy,Cliff Richard And The Shadows,1.0,99.0,1964-07-29,1964
Baciare Baciare (Kissing Kissing),Dorothy Collins,10.0,43.0,1959-12-16,1959
"Back At The Chicken Shack, Part 1",Jimmy Smith,6.0,63.0,1963-03-06,1963
Back Beat No. 1,The Rondels,4.0,66.0,1961-08-09,1961
Back Door Man,Derek,6.0,59.0,1969-02-19,1969
Back In Love Again,The Buckinghams,6.0,57.0,1968-06-05,1968
Back In My Arms Again,The Supremes,11.0,1.0,1965-04-28,1965
Back In The U.S.A.,Chuck Berry,8.0,37.0,1959-06-17,1959
Back In The U.S.S.R.,Chubby Checker,5.0,82.0,1969-04-02,1969
Back On My Feet Again,The Foundations,6.0,59.0,1968-03-06,1968
Back On The Street Again,The Sunshine Company,7.0,36.0,1967-10-18,1967
Back Street,Edwin Starr,2.0,95.0,1965-12-08,1965
Back To The Hop,Danny & The Juniors,5.0,80.0,1961-09-13,1961
Back Up Train,Al Greene & The Soul Mate's,12.0,41.0,1967-12-06,1967
Backfield In Motion,Mel And Tim,12.0,10.0,1969-10-15,1969
Backstage,Gene Pitney,8.0,25.0,1966-04-20,1966
Backtrack,Faron Young,3.0,89.0,1961-10-11,1961
Bad Boy,Marty Wilde,8.0,45.0,1960-02-03,1960
Bad Eye,Willie Mitchell,1.0,92.0,1966-05-04,1966
Bad Girl,The Miracles,8.0,33.0,1959-09-30,1959
Bad Little Woman,The Shadows Of Knight,2.0,91.0,1966-09-07,1966
Bad Man Blunder,The Kingston Trio,10.0,37.0,1960-06-15,1960
Bad Misunderstanding,The Critters,6.0,55.0,1966-11-30,1966
Bad Moon Rising,Creedence Clearwater Revival,14.0,2.0,1969-04-30,1969
Bad To Me,Billy J. Kramer With The Dakotas,10.0,9.0,1964-05-27,1964
Badge,Cream,5.0,60.0,1969-04-02,1969
Baja,The Astronauts,1.0,94.0,1963-07-24,1963
Balboa Blue,The Marketts,10.0,48.0,1962-04-25,1962
Ball Of Fire,Tommy James And The Shondells,8.0,19.0,1969-10-01,1969
Ballad Of A Girl And Boy,Graduates,3.0,74.0,1959-03-04,1959
Ballad Of Easy Rider,The Byrds,6.0,65.0,1969-10-29,1969
Ballad Of The Alamo,Marty Robbins,13.0,34.0,1960-10-12,1960
Ballad Of Two Brothers,Autry Inman,7.0,48.0,1968-11-13,1968
Ballad Of You & Me & Pooneil,Jefferson Airplane,6.0,42.0,1967-08-30,1967
Bama Lama Bama Loo,Little Richard,4.0,82.0,1964-07-15,1964
Band Of Gold,Mel Carter,8.0,32.0,1966-04-06,1966
Bandit Of My Dreams,Eddie Hodges,6.0,65.0,1962-01-24,1962
Bang Bang,The Joe Cuba Sextet,8.0,63.0,1966-10-19,1966
Bang Bang (My Baby Shot Me Down),Cher,11.0,2.0,1966-03-09,1966
Bang-Shang-A-Lang,The Archies,13.0,22.0,1968-09-25,1968
Banjo Boy,Jan And Kjeld,7.0,58.0,1960-06-08,1960
Banzai Pipeline,Henry Mancini And His Orchestra,1.0,93.0,1963-06-19,1963
Barbara,The Temptations,10.0,29.0,1960-04-13,1960
Barbara Ann,The Beach Boys,11.0,2.0,1965-12-29,1965
Barbara-Ann,The Regents,10.0,13.0,1961-05-10,1961
Barefoot In Baltimore,Strawberry Alarm Clock,4.0,67.0,1968-08-28,1968
Barefootin',Robert Parker,14.0,7.0,1966-04-20,1966
Baroque-A-Nova,Mason Williams,2.0,96.0,1968-10-09,1968
Batman,Jan & Dean,5.0,66.0,1966-02-09,1966
Batman & His Grandmother,Dickie Goodman,3.0,70.0,1966-05-25,1966
Batman Theme,The Marketts,9.0,17.0,1966-02-09,1966
Battle Hymn Of The Republic,The Mormon Tabernacle Choir,16.0,13.0,1968-10-16,1968
Battle Of Gettysburg,Fred Darian,1.0,100.0,1961-02-22,1961
Battle Of New Orleans,Harpers Bizarre,2.0,95.0,1968-09-18,1968
"Baubles, Bangles And Beads",The Kirby Stone Four,3.0,50.0,1958-01-01,1958
Be Anything (But Be Mine),Gloria Lynne,8.0,25.0,1964-04-01,1964
Be Bop A-Lula,The Everly Brothers,5.0,74.0,1960-07-06,1960
Be Careful Of Stones That You Throw,Dion,7.0,31.0,1963-07-03,1963
Be Mad Little Girl,Bobby Darin,7.0,64.0,1963-11-20,1963
Be My Baby,The Ronettes,13.0,2.0,1963-08-28,1963
Be My Boy,Paris Sisters,5.0,56.0,1961-04-19,1961
Be My Girl,The Four-Evers,4.0,75.0,1964-05-27,1964
Be My Guest,Fats Domino,14.0,8.0,1959-10-21,1959
Be True To Your School,The Beach Boys,12.0,6.0,1963-10-30,1963
Be True To Yourself,Bobby Vee,7.0,34.0,1963-06-19,1963
"Be Young, Be Foolish, Be Happy",The Tams,6.0,61.0,1968-06-19,1968
Beach Girl,Pat Boone,5.0,72.0,1964-09-23,1964
Beach Party,King Curtis And The Noble Knights,9.0,60.0,1962-08-22,1962
Beach Time,Roger Smith,8.0,64.0,1959-06-24,1959
Beachcomber,Bobby Darin,1.0,100.0,1960-08-31,1960
Beans In My Ears,The Serendipity Singers,8.0,30.0,1964-05-20,1964
Beat The Clock,The McCoys,2.0,92.0,1967-05-10,1967
Beatnik Fly,Johnny And The Hurricanes,13.0,15.0,1960-02-10,1960
Beautician Blues,B.B. King,3.0,82.0,1964-11-04,1964
Beautiful Delilah,Chuck Berry,1.0,81.0,1958-01-01,1958
Beautiful Obsession,Sir Chauncey and his exciting strings,4.0,89.0,1960-04-20,1960
Beautiful People,Kenny O'Dell,7.0,37.0,1967-11-15,1967
Beauty Is Only Skin Deep,The Temptations,12.0,3.0,1966-08-17,1966
Because,The Dave Clark Five,10.0,3.0,1964-07-29,1964
Because I Love You,Billy Stewart,2.0,96.0,1966-01-19,1966
Because Of You,Chris Montez,5.0,71.0,1967-03-01,1967
Because They're Young,Duane Eddy And The Rebels,15.0,4.0,1960-05-18,1960
Because You're Young,Jimmie Rodgers,5.0,62.0,1959-03-04,1959
Beechwood 4-5789,The Marvelettes,11.0,17.0,1962-08-08,1962
Beep Beep,The Playmates,15.0,4.0,1958-10-29,1958
Before And After,Chad & Jeremy,9.0,17.0,1965-05-12,1965
Before I Grow Too Old,Fats Domino,2.0,84.0,1960-05-04,1960
Before You Go,Buck Owens,2.0,83.0,1965-05-12,1965
Beg Me,Chuck Jackson,10.0,45.0,1964-05-20,1964
"Beg, Borrow And Steal",Ohio Express,12.0,29.0,1967-10-04,1967
Beggin',"The 4 Seasons Featuring the ""Sound of Frankie Valli""",9.0,16.0,1967-03-01,1967
Begging To You,Marty Robbins,5.0,74.0,1963-11-27,1963
Behind The Door,Cher,1.0,97.0,1966-11-23,1966
Bei Mir Bist Du Schön,Louis Prima And Keely Smith,6.0,69.0,1959-07-01,1959
Believe In Me Baby - Part I,Jesse James,1.0,92.0,1967-10-18,1967
Believe Me,Royal Teens,15.0,26.0,1959-10-21,1959
Bella Linda,The Grass Roots,9.0,28.0,1968-11-27,1968
"Bells, Bells, Bells (The Bell Song)",Billy & Lillie,6.0,88.0,1959-07-08,1959
Ben Crazy,Dickie Goodman,6.0,44.0,1962-07-11,1962
"Bend Me, Shape Me",The American Breed,14.0,5.0,1967-11-29,1967
Berlin Melody,Billy Vaughn And His Orchestra,7.0,61.0,1961-09-13,1961
Bermuda,Linda Scott,6.0,70.0,1962-02-07,1962
Bernadette,Four Tops,10.0,4.0,1967-03-08,1967
Besame Mucho (Part I),The Coasters,3.0,70.0,1960-04-27,1960
Best Of Both Worlds,Lulu,10.0,32.0,1967-12-13,1967
Better Tell Him No,The Starlets,16.0,38.0,1961-04-19,1961
Better To Give Than Receive,Joe Hinton,1.0,89.0,1963-10-09,1963
Better Use Your Head,Little Anthony And The Imperials,7.0,54.0,1966-05-11,1966
Betty In Bermudas,The Dovells,7.0,50.0,1963-08-28,1963
Betty Lou Got A New Pair Of Shoes,Bobby Freeman,9.0,37.0,1958-01-01,1958
Betty My Angel,Jerry Fuller,2.0,90.0,1959-08-26,1959
Bewildered,James Brown And The Famous Flames,8.0,40.0,1961-02-22,1961
Beyond The Sea,Bobby Darin,14.0,6.0,1960-01-13,1960
Beyond The Sunset,Pat Boone,5.0,71.0,1959-11-25,1959
Big Bad John,Jimmy Dean,16.0,1.0,1961-09-27,1961
Big Big World,Johnny Burnette,7.0,58.0,1961-04-26,1961
Big Boat,"Peter, Paul & Mary",2.0,93.0,1962-12-12,1962
Big Bopper's Wedding,Big Bopper,7.0,38.0,1958-12-03,1958
Big Boss Line,Jackie Wilson,1.0,94.0,1964-05-20,1964
Big Boss Man,Jimmy Reed,6.0,38.0,1961-05-24,1961
Big Boy Pete,The Olympics,14.0,50.0,1960-05-18,1960
Big Brown Eyes,The Redjacks,2.0,84.0,1958-09-10,1958
Big Bruce,Steve Greenberg,3.0,97.0,1969-07-23,1969
Big Cold Wind,Pat Boone,9.0,19.0,1961-07-19,1961
Big Daddy,Jill Corey,2.0,96.0,1958-08-27,1958
Big Girls Don't Cry,The 4 Seasons,16.0,1.0,1962-10-17,1962
Big In Vegas,Buck Owens and The Buckaroos,1.0,100.0,1969-12-10,1969
Big Iron,Marty Robbins,10.0,26.0,1960-03-09,1960
Big John,The Shirelles,9.0,21.0,1961-09-27,1961
Big Love,Joe Henderson,4.0,74.0,1962-09-05,1962
Big Man,The Four Preps,1.0,67.0,1958-01-01,1958
Big Man In Town,"The 4 Seasons Featuring the ""Sound of Frankie Valli""",7.0,20.0,1964-11-04,1964
Big Party,Barbara & The Browns,2.0,97.0,1964-04-29,1964
"Big River, Big Man",Claude King,5.0,82.0,1961-07-12,1961
Big Time,Lou Christie,1.0,95.0,1966-03-16,1966
Big Wide World,Teddy Randazzo,8.0,51.0,1963-01-23,1963
"Bill Bailey, Won't You Please Come Home",Ella Fitzgerald,3.0,75.0,1963-04-03,1963
Billie Baby,Lloyd Price,3.0,84.0,1964-01-08,1964
Billy And Sue,B.J. Thomas And The Triumphs,11.0,34.0,1966-06-15,1966
Billy Bayou,Jim Reeves,1.0,95.0,1958-12-03,1958
Billy You're My Friend,Gene Pitney,3.0,92.0,1968-10-30,1968
Bimbombey,Jimmie Rodgers,16.0,11.0,1958-11-05,1958
Biology,Danny Valentino,2.0,95.0,1960-06-01,1960
Bird Dance Beat,The Trashmen,7.0,30.0,1964-02-05,1964
Bird Dog,The Everly Brothers,18.0,2.0,1958-01-01,1958
Birdland,Chubby Checker,9.0,12.0,1963-05-15,1963
Birds Of A Feather,Joe South,1.0,96.0,1969-07-09,1969
Birds Of Britain,Bob Crewe Generation,2.0,89.0,1967-10-25,1967
Birthday,Underground Sunshine,10.0,26.0,1969-07-16,1969
Birthday Party,The Pixies Three,9.0,40.0,1963-08-14,1963
Bits And Pieces,The Dave Clark Five,11.0,4.0,1964-04-01,1964
Black Berries - Pt 1,The Isley Brothers,4.0,79.0,1969-08-27,1969
Black Cloud,Chubby Checker,1.0,98.0,1963-06-12,1963
Black Is Black,Los Bravos,12.0,4.0,1966-08-10,1966
Black Land Farmer,Frankie Miller,4.0,82.0,1961-07-05,1961
Black Night,Bobby Bland,1.0,99.0,1964-12-30,1964
Black Nights,Lowell Fulsom,3.0,91.0,1965-12-22,1965
Black Pearl,"Sonny Charles And The Checkmates, Ltd.",13.0,13.0,1969-05-07,1969
Black Sheep,Sam The Sham and the Pharaohs,6.0,68.0,1967-06-14,1967
"Blah, Blah, Blah",Nicola Paone,7.0,57.0,1959-02-04,1959
Blame It On The Bossa Nova,Eydie Gorme,15.0,7.0,1963-01-16,1963
Bless Our Love,Gene Chandler,9.0,39.0,1964-09-23,1964
Bless You,Tony Orlando,12.0,15.0,1961-08-09,1961
Blessed Are The Lonely,Robert Knight,2.0,97.0,1968-01-17,1968
Blessed Is The Rain,The Brooklyn Bridge Featuring Johnny Maestro,6.0,45.0,1969-03-05,1969
Blind Man,Little Milton,4.0,78.0,1964-12-30,1964
Blip Blop,Bill Doggett,2.0,82.0,1958-01-01,1958
Blistered/See Ruby Fall,Johnny Cash,6.0,50.0,1969-11-19,1969
Blowin In The Wind,Stevie Wonder,10.0,9.0,1966-07-20,1966
Blowin' In The Wind,"Peter, Paul & Mary",15.0,2.0,1963-06-26,1963
Blowing Away,The 5th Dimension,1.0,77.0,1969-12-31,1969
Blue Angel,Roy Orbison,14.0,9.0,1960-09-14,1960
Blue Autumn,Bobby Goldsboro,9.0,35.0,1966-12-07,1966
Blue Bayou,Roy Orbison,10.0,29.0,1963-09-11,1963
Blue Blue Day,Don Gibson,8.0,32.0,1958-01-01,1958
Blue Boy,Jim Reeves,6.0,45.0,1958-01-01,1958
Blue Christmas,The Browns Featuring Jim Edward Brown,1.0,97.0,1960-12-14,1960
Blue Guitar,Richard Chamberlain,8.0,42.0,1963-09-25,1963
Blue Hawaii,Billy Vaughn And His Orchestra,10.0,37.0,1958-12-24,1958
